"series","region","subregion","ICES_ecoregion","country","station_code","station_name","station_long_name","latitude","longitude","MSTAT","WLTYP","determinand","determinand_group","species","matrix","basis","unit","sex","metoa","mammal_group","shape","colour","n_year_all","n_year_fit","n_year_positive","first_year_all","first_year_fit","last_year","p_nonlinear","p_linear","p_overall","p_linear_trend","linear_trend","p_recent_trend","recent_trend","detectable_trend","mean_last_year","climit_last_year","BAC_type","BAC_value","BAC_diff","BAC_achieved","BAC_below","EAC_type","EAC_value","EAC_diff","EAC_achieved","EAC_below","HQS","HQS_diff","HQS_achieved","HQS_below"
"Spain_MASAVI HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5370","MASAVI",,43.57932,-5.96967,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",10,10,10,2005,2005,2016,,0.5851,0.5851,0.5851,-1.1,0.5851,-1.1,8.5,286.9773158584319,372.89306600218595,"BAC",90,282.89306600218595,2121,"above","EQS.OSPAR",121.95121951219514,250.9418464899908,2094,"above",3048.7804878048782,-2675.887421802692,2016,"below"
"Spain_MASGIJ HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5711","MASGIJ",,43.56957,-5.72215,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2005,2005,2016,,0.3778,0.3778,0.3778,-3.4,0.3778,-3.4,13.3,355.63596905934827,554.2249008720802,"BAC",90,464.2249008720802,2056,"above","EQS.OSPAR",121.95121951219514,432.273681359885,2047,"above",3048.7804878048782,-2494.555586932798,2016,"below"
"Spain_MASLUA HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5714","MASLUA",,43.54787,-6.54015,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,8,8,1995,2005,2016,,0.1423,0.1423,0.1423,-2.9,0.1423,-2.9,6,107.33729827130391,132.04209858495867,"BAC",90,42.042098584958666,2022,"above","EQS.OSPAR",121.95121951219514,10.090879072763528,2016,"above",3048.7804878048782,-2916.7383892199196,2016,"below"
"Spain_MASRIB HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5371","MASRIB",,43.46752,-5.06237,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",8,8,8,2005,2005,2016,,0.0341,0.0341,0.0341,2.8,0.0341,2.8,3.8,837.4706068881766,957.1504500463378,"BAC",90,867.1504500463378,3000,"above","EQS.OSPAR",121.95121951219514,835.1992305341427,3000,"above",3048.7804878048782,-2091.6300377585403,2016,"below"
"Spain_MCASPA HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5724","MCASPA",,43.43228,-3.79127,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",24,24,24,1990,1990,2016,,0.0329,0.0329,0.0329,0.8,0.0329,0.8,5.4,199.43401519870926,219.110449276462,"BAC",90,129.110449276462,3000,"above","EQS.OSPAR",121.95121951219514,97.15922976426685,3000,"above",3048.7804878048782,-2829.670038528416,2016,"below"
"Spain_MCASPE HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5725","MCASPE",,43.44882,-3.75288,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",23,23,23,1990,1990,2016,,0.339,0.339,0.339,0.4,0.339,0.4,6.1,184.223433055122,206.68082813738062,"BAC",90,116.68082813738062,3000,"above","EQS.OSPAR",121.95121951219514,84.72960862518548,3000,"above",3048.7804878048782,-2842.0996596674977,2016,"below"
"Spain_MCASUA HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5372","MCASUA",,43.43897,-4.04368,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2005,2005,2016,,0.0653,0.0653,0.0653,7.9,0.0653,7.9,13.6,620.3114342408546,969.9191805151719,"BAC",90,879.9191805151719,3000,"above","EQS.OSPAR",121.95121951219514,847.9679610029767,3000,"above",3048.7804878048782,-2078.8613072897065,2016,"below"
"Spain_MCASVI HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5722","MCASVI",,43.38142,-4.39672,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,8,8,1995,2005,2016,,0.4796,0.4796,0.4796,-1,0.4796,-1,4.5,377.91863795983954,442.1601381347646,"BAC",90,352.1601381347646,2165,"above","EQS.OSPAR",121.95121951219514,320.2089186225695,2134,"above",3048.7804878048782,-2606.6203496701137,2016,"below"
"Spain_MCAURD HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5374","MCAURD",,43.36447,-3.19438,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2005,2005,2016,,0.6463,0.6463,0.6463,-0.7,0.6463,-0.7,4.5,172.49109353568522,201.41973731522214,"BAC",90,111.41973731522214,2115,"above","EQS.OSPAR",121.95121951219514,79.468517803027,2069,"above",3048.7804878048782,-2847.3607504896563,2016,"below"
"Spain_MGAARO HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5705","MGAARO",,42.60623,-8.86268,,"CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","blue",24,24,24,1990,1990,2016,,3e-4,3e-4,3e-4,-2,3e-4,-2,6.9,69.81979102081824,79.0925566850741,"BAC",90,-10.9074433149259,2016,"below","EQS.OSPAR",121.95121951219514,-42.85866282712104,2016,"below",3048.7804878048782,-2969.687931119804,2016,"below"
"Spain_MGACED HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5708","MGACED",,43.64397,-8.08373,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2005,2005,2016,,0.432,0.432,0.432,5.1,0.432,5.1,20.7,105.63599622719168,209.82556589752957,"BAC",90,119.82556589752957,3000,"below","EQS.OSPAR",121.95121951219514,87.87434638533443,2016,"below",3048.7804878048782,-2838.9549219073488,2016,"below"
"Spain_MGACHO HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5359","MGACHO",,42.25012,-8.87222,,"C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","green",8,8,8,2005,2005,2016,,0.4478,0.4478,0.4478,1.9,0.4478,1.9,8.5,79.7787832374876,106.8693173567214,"BAC",90,16.869317356721396,2016,"above","EQS.OSPAR",121.95121951219514,-15.081902155473742,2016,"below",3048.7804878048782,-2941.911170448157,2016,"below"
"Spain_MGACOR HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5709","MGACOR",,43.24282,-8.94403,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","blue",9,8,8,1995,2005,2016,,0.3348,0.3348,0.3348,-1.3,0.3348,-1.3,4.2,54.267806477641486,62.766227519129195,"BAC",90,-27.233772480870805,2016,"below","EQS.OSPAR",121.95121951219514,-59.18499199306594,2016,"below",3048.7804878048782,-2986.014260285749,2016,"below"
"Spain_MGACTC HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5704","MGACTC",,43.36963,-8.386,,"CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","blue",22,22,22,1990,1990,2016,,0,0,0,-2.6,0,-2.6,7.1,75.99476515483666,86.59345728167933,"BAC",90,-3.406542718320665,2016,"above","EQS.OSPAR",121.95121951219514,-35.3577622305158,2016,"below",3048.7804878048782,-2962.1870305231987,2016,"below"
"Spain_MGAESP HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5367","MGAESP",,43.72243,-7.80503,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","blue",8,8,8,2005,2005,2016,,0.03,0.03,0.03,-3.8,0.03,-3.8,5.4,64.72444001981704,77.66589506328056,"BAC",90,-12.334104936719442,2016,"below","EQS.OSPAR",121.95121951219514,-44.28532444891458,2016,"below",3048.7804878048782,-2971.114592741598,2016,"below"
"Spain_MGAFPA HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5365","MGAFPA",,43.46283,-8.26985,,"CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","blue",8,8,8,2005,2005,2016,,0.0129,0.0129,0.0129,-4.2,0.0129,-4.2,5.1,73.11430064168172,86.97023238331091,"BAC",90,-3.0297676166890852,2016,"above","EQS.OSPAR",121.95121951219514,-34.98098712888422,2016,"below",3048.7804878048782,-2961.8102554215675,2016,"below"
"Spain_MGAPIN HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5720","MGAPIN",,42.77372,-9.12583,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","green",9,8,8,1995,2005,2016,,0.7992,0.7992,0.7992,0.7,0.7992,0.7,10.8,75.16537474583669,107.6916282364786,"BAC",90,17.691628236478607,2016,"below","EQS.OSPAR",121.95121951219514,-14.25959127571653,2016,"below",3048.7804878048782,-2941.0888595683996,2016,"below"
"Spain_MGAPOR HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5360","MGAPOR",,42.40287,-8.74947,,"CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","red",25,25,25,1990,1990,2016,,0,0,0,-6.4,0,-6.4,11.5,142.08308907361746,174.56314178870156,"BAC",90,84.56314178870156,2023,"above","EQS.OSPAR",121.95121951219514,52.61192227650642,2018,"above",3048.7804878048782,-2874.2173460161766,2016,"below"
"Spain_MGARIB HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5721","MGARIB",,43.52617,-7.0172,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,8,8,1995,2005,2016,,0.2624,0.2624,0.2624,1.6,0.2624,1.6,4.4,115.2389835487951,133.54640175112695,"BAC",90,43.54640175112695,3000,"above","EQS.OSPAR",121.95121951219514,11.595182238931812,2016,"below",3048.7804878048782,-2915.2340860537515,2016,"below"
"Spain_MGASMO HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5717","MGASMO",,41.9702,-8.88665,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",10,8,8,1990,2005,2016,,0.917,0.917,0.917,0.3,0.917,0.3,9.2,128.53057698244322,175.70553620272835,"BAC",90,85.70553620272835,3000,"above","EQS.OSPAR",121.95121951219514,53.754316690533216,3000,"above",3048.7804878048782,-2873.0749516021497,2016,"below"
"Spain_MGAVSA HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5726","MGAVSA",,42.21962,-8.77673,,"CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","red",24,24,24,1990,1990,2016,0.0146,0.0091,6e-4,6e-4,-2.3,0.0068,-2.3,5.4,100.82523265988935,122.39849674138947,"BAC",90,32.398496741389465,2021,"above","EQS.OSPAR",121.95121951219514,0.4472772291943272,2016,"below",3048.7804878048782,-2926.381991063489,2016,"below"
"Spain_MPVBIA HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5706","MPVBIA",,43.38195,-3.01475,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",10,10,10,2005,2005,2016,,0.3252,0.3252,0.3252,-0.8,0.3252,-0.8,3.8,192.71072930516843,214.1323791219273,"BAC",90,124.1323791219273,2108,"above","EQS.OSPAR",121.95121951219514,92.18115960973216,2071,"above",3048.7804878048782,-2834.648108682951,2016,"below"
"Spain_MPVFUE HG Mytilus edulis SB Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5376","MPVFUE",,43.36865,-1.79123,,,"HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","green",7,7,7,2005,2005,2016,,0.0061,0.0061,0.0061,-3,0.0061,-3,3,98.89593007111361,109.90804138540001,"BAC",90,19.90804138540001,2019,"above","EQS.OSPAR",121.95121951219514,-12.043178126795127,2016,"below",3048.7804878048782,-2938.8724464194784,2016,"below"
"Spain_PMCA HG Merluccius merluccius MU Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5588","PMCA",,43.66667,-4.75,,,"HG","Metals","Merluccius merluccius","MU","W","ug/kg",,,"Not_applicable","downward_triangle","red",5,5,5,2007,2007,2016,,0.0225,0.0225,0.0225,-3.4,0.0225,-3.4,4.4,51.48627139134587,61.689809468563844,,,,,,"EQS.OSPAR",20,41.689809468563844,2044,"above",500,-438.31019053143615,2016,"below"
"Spain_PMGA HG Merluccius merluccius MU Not_applicable","4","Iberian Sea","Bay of Biscay and the Iberian Coast","Spain","5671","PMGA",,43.05333,-9.5,,,"HG","Metals","Merluccius merluccius","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",5,5,5,2007,2007,2016,,0.8949,0.8949,0.8949,0.4,0.8949,0.4,8,22.49352539734634,33.92431086626775,,,,,,"EQS.OSPAR",20,13.924310866267753,3000,"above",500,-466.0756891337322,2016,"below"
"France_Adour marégraphe HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1303","Adour marégraphe","Pays Basque",43.52783,-1.51217,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2005,2005,2020,,0.6192,0.6192,0.6192,-0.5,0.6192,-0.5,8.4,151.08611607595657,178.66042529163283,,,,,,"EQS.OSPAR",111.11111111111111,67.54931418052172,2080,"above",2777.777777777778,-2599.117352486145,2020,"below"
"France_Agoût HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12175","Agoût","Vendée Pertuis et Marennes",45.9359226516,-1.2097783164,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2016,2016,2020,,,,,,,,6.1,662.5341964073858,853.1627639801108,,,,,,"EQS.OSPAR",124.53300124533003,728.6297627347807,,,3113.3250311332504,-2260.1622671531395,2020,
"France_Baie de l'Aiguillon HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1345","Baie de l'Aiguillon","Vendée Pertuis et Marennes",46.235,-1.16167,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2005,2005,2020,,0.3615,0.3615,0.3615,-1.4,0.3615,-1.4,11.1,263.1310591240518,332.1971040393785,,,,,,"EQS.OSPAR",111.11111111111111,221.08599292826736,2080,"above",2777.777777777778,-2445.580673738399,2020,"below"
"France_Barres de Pen Bron 1 HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1366","Barres de Pen Bron 1","Loire et Bourgneuf",47.30733,-2.5125,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","blue",5,5,4,2005,2005,2016,,,,,,,,16.4,49.921750067549205,79.12225376753045,"BAC",90,-10.877746232469548,2016,"above","EQS.OSPAR",121.95121951219514,-42.828965744664686,2016,"below",3048.7804878048782,-2969.658234037348,2016,"below"
"France_Beg er Vil HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1376","Beg er Vil","Laïta Lorient Groix et Etel",47.685,-3.19683,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2005,2005,2020,0.0046,0.0762,8e-4,0.0099,2.6,0.0099,2.6,6.1,194.49673015929454,237.20855933990325,,,,,,"EQS.OSPAR",111.11111111111111,126.09744822879213,3000,"above",2777.777777777778,-2540.5692184378745,2020,"below"
"France_Bonne Anse - Centre HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12146","Bonne Anse - Centre","Gironde",45.6841668494,-1.2099992634,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2016,2016,2020,,,,,,,,6.1,425.72090461617876,507.90084203896623,,,,,,"EQS.OSPAR",124.53300124533003,383.3678407936362,,,3113.3250311332504,-2605.424189094284,2020,
"France_Bonne Anse - Palmyre HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1388","Bonne Anse - Palmyre","Gironde",45.67867,-1.17083,"RH","T","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2005,2005,2017,,0.2684,0.2684,0.2684,-2.2,0.2684,-2.2,10.5,199.71453213168368,258.9660652558793,,,,,,"EQS.OSPAR",111.11111111111111,147.8549541447682,2044,"above",2777.777777777778,-2518.8117125218987,2017,"below"
"France_Bourgneuf - Coupelasse HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1398","Bourgneuf - Coupelasse","Loire et Bourgneuf",47.01333,-2.02167,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2005,2005,2020,,0.3552,0.3552,0.3552,1.3,0.3552,1.3,10,185.3444606492286,230.105563755518,,,,,,"EQS.OSPAR",111.11111111111111,118.99445264440689,3000,"above",2777.777777777778,-2547.67221402226,2020,"below"
"France_Boyardville HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1400","Boyardville","Vendée Pertuis et Marennes",45.96483,-1.22467,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2005,2005,2020,,0.8003,0.8003,0.8003,-0.3,0.8003,-0.3,10.4,214.5173720572701,264.71088485433773,,,,,,"EQS.OSPAR",111.11111111111111,153.59977374322662,2216,"above",2777.777777777778,-2513.0668929234403,2020,"below"
"France_Cap Ferret HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1438","Cap Ferret","Arcachon et Landes",44.645,-1.24,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2005,2005,2020,,0.1207,0.1207,0.1207,1.7,0.1207,1.7,8.5,186.57633755608322,220.96025864684725,,,,,,"EQS.OSPAR",111.11111111111111,109.84914753573614,3000,"above",2777.777777777778,-2556.8175191309306,2020,"below"
"France_Capbreton ouest HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1444","Capbreton ouest","Pays Basque",43.65633,-1.44417,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2005,2005,2020,,0.0147,0.0147,0.0147,2.9,0.0147,2.9,8.3,166.68497499670212,199.42816374221152,"BAC",90,109.42816374221152,3000,"above","EQS.OSPAR",121.95121951219514,77.47694423001639,3000,"above",3048.7804878048782,-2849.352324062667,2020,"below"
"France_Châtelaillon HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1455","Châtelaillon","Vendée Pertuis et Marennes",46.056,-1.09383,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2005,2005,2020,,0.6758,0.6758,0.6758,-0.5,0.6758,-0.5,9.3,230.623616881138,281.50714660605246,,,,,,"EQS.OSPAR",111.11111111111111,170.39603549494134,2155,"above",2777.777777777778,-2496.270631171725,2020,"below"
"France_Ciboure - La Nivelle HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1462","Ciboure - La Nivelle","Pays Basque",43.385,-1.66167,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2005,2005,2020,,0.005,0.005,0.005,3.8,0.005,3.8,8.4,214.88042492012556,257.2466297499302,,,,,,"EQS.OSPAR",111.11111111111111,146.1355186388191,3000,"above",2777.777777777778,-2520.531148027848,2020,"below"
"France_Comprian HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1466","Comprian","Arcachon et Landes",44.685,-1.08333,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2005,2005,2020,,0.1121,0.1121,0.1121,1.3,0.1121,1.3,6.9,236.91862720399627,271.69421028589335,,,,,,"EQS.OSPAR",111.11111111111111,160.58309917478223,3000,"above",2777.777777777778,-2506.0835674918844,2020,"below"
"France_Dagnas HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1482","Dagnas","Vendée Pertuis et Marennes",45.87183,-1.17533,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2005,2005,2020,,0.8002,0.8002,0.8002,-0.4,0.8002,-0.4,11.3,215.22294576153294,270.3351600238585,,,,,,"EQS.OSPAR",111.11111111111111,159.2240489127474,2200,"above",2777.777777777778,-2507.4426177539194,2020,"below"
"France_Dunes de Brétignolles HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12149","Dunes de Brétignolles","Vendée Pertuis et Marennes",46.590478,-1.842746,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2016,2016,2019,,,,,,,,6.1,201.54793629428272,240.45416949238114,,,,,,"EQS.OSPAR",111.11111111111111,129.34305838127003,,,2777.777777777778,-2537.323608285397,2019,
"France_Escalier Gaillard HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12180","Escalier Gaillard","Vendée Pertuis et Marennes",46.13603,-1.16179,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,329.99999999999994,,,,,,,"EQS.OSPAR",111.11111111111111,218.88888888888883,,,2777.777777777778,-2447.777777777778,2016,
"France_Fier d'Ars HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12181","Fier d'Ars","Vendée Pertuis et Marennes",46.2251464171,-1.4754515642,"RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,220.00000000000009,,,,,,,"EQS.OSPAR",111.11111111111111,108.88888888888897,,,2777.777777777778,-2557.777777777778,2016,
"France_Filière w HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1539","Filière w","Vendée Pertuis et Marennes",46.27917,-1.37567,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,149.99999999999997,,"BAC",90,59.99999999999997,,,"EQS.OSPAR",121.95121951219514,28.048780487804834,,,3048.7804878048782,-2898.7804878048782,2016,
"France_Fort Larron HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12182","Fort Larron","Loire et Bourgneuf",46.98898292,-2.2066283145,"RP","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,209.99999999999994,,,,,,,"EQS.OSPAR",124.53300124533003,85.46699875466992,,,3113.3250311332504,-2903.3250311332504,2016,
"France_Fromentine bas HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12183","Fromentine bas","Loire et Bourgneuf",46.894654817,-2.1341463382,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,180,,,,,,,"EQS.OSPAR",111.11111111111111,68.88888888888889,,,2777.777777777778,-2597.777777777778,2016,
"France_Golf HG Donax trunculus SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12184","Golf","Loire et Bourgneuf",46.78492,-2.08325,"RH","C","HG","Metals","Donax trunculus","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,100.00000000000004,,,,,,,"EQS.OSPAR",100,4.263256414560601e-14,,,2500,-2400,2016,
"France_Grand traict 2 HG Cerastoderma edule SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1576","Grand traict 2","Vilaine",47.2955,-2.49267,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,1,2016,2016,2018,,,,,,,,,129.99999999999997,,,,,,,"EQS.OSPAR",111.11111111111111,18.888888888888857,,,2777.777777777778,-2647.777777777778,2018,
"France_Hossegor limite nord parcs HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1880","Hossegor limite nord parcs","Arcachon et Landes",43.66883,-1.426,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",10,10,10,2011,2011,2020,,0.2879,0.2879,0.2879,2.2,0.2879,2.2,7.2,237.66106508889433,289.70331190261004,,,,,,"EQS.OSPAR",111.11111111111111,178.59220079149893,3000,"above",2777.777777777778,-2488.074465875168,2020,"below"
"France_Ile d'Yeu est HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1891","Ile d'Yeu est","Vendée Pertuis et Marennes",46.71167,-2.29233,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2017,2017,2019,,,,,,,,10.6,160.66545761808652,249.1273049531367,"BAC",90,159.1273049531367,,,"EQS.OSPAR",121.95121951219514,127.17608544094156,,,3048.7804878048782,-2799.6531828517413,2019,
